"quad","year","SP_ID","OBJECTID","species","area","x","y","age","survives","dormancy","trackID","distEdgeMin","allEdge"
"q21",34,"19",37,"Andropogon gerardii",3.418433,79.63083,98.72216,1,0,0,19,-0.012359619140625,1
"q21",34,"20",13,"Andropogon gerardii",5.018108,11.6325,95.64145,1,0,0,20,3.13372039794922,0
"q21",34,"21",12,"Andropogon gerardii",15.18219,11.15307,89.21825,1,1,0,21,8.175537109375,0
"q21",34,"22",46,"Andropogon gerardii",5.886714,94.26727,53.1958,1,1,0,22,4.37047576904297,0
"q21",34,"23",44,"Andropogon gerardii",10.46225,91.39825,40.93796,1,1,0,23,6.44965362548828,0
"q21",34,"24",17,"Andropogon gerardii",15.82423,19.23758,33.49638,1,1,0,24,17.2659454345703,0
"q21",35,"46",196,"Andropogon gerardii",1.097309,21.12552,96.77796,1,0,0,25,2.39348602294922,1
"q21",35,"47",191,"Andropogon gerardii",0.7438543,85.78757,95.74831,1,0,0,26,3.66252136230469,1
"q21",35,"48",180,"Andropogon gerardii",7.434286,15.88748,89.32763,2,1,0,21,8.45640563964844,0
"q21",35,"49",181,"Andropogon gerardii",7.299947,71.9956,89.87223,1,1,0,27,8.58281707763672,0
"q21",35,"50",182,"Andropogon gerardii",1.361383,82.4517,89.86414,1,1,0,28,9.32565307617188,0
"q21",35,"51",173,"Andropogon gerardii",5.707816,27.92485,85.12265,1,0,0,29,13.2679214477539,0
"q21",35,"52",150,"Andropogon gerardii",3.922976,28.10045,74.99505,1,0,0,30,23.2930297851562,0
"q21",35,"53",144,"Andropogon gerardii",1.765897,57.23606,70.25712,1,0,0,31,28.7466430664062,0
"q21",35,"54",139,"Andropogon gerardii",10.62291,30.8754,67.11927,1,1,0,32,29.0787963867188,0
"q21",35,"55",142,"Andropogon gerardii",1.263634,15.3308,67.25732,1,0,0,33,14.8514099121094,0
"q21",35,"56",131,"Andropogon gerardii",4.995831,53.79332,62.8417,1,0,0,34,35.7030029296875,0
"q21",35,"57",123,"Andropogon gerardii",7.44835,34.22596,60.53387,1,1,0,35,32.6252288818359,0
"q21",35,"58",114,"Andropogon gerardii",5.218659,57.36842,56.08329,1,0,0,36,41.2936820983887,0
"q21",35,"59",111,"Andropogon gerardii",1.270981,96.33727,54.89408,2,0,0,22,3.20855712890625,1
"q21",35,"60",108,"Andropogon gerardii",3.732672,34.29871,53.63328,1,0,0,37,33.2012100219727,0
"q21",35,"61",104,"Andropogon gerardii",1.949302,98.63187,49.32747,2,1,0,22,0.602890014648438,1
"q21",35,"62",100,"Andropogon gerardii",4.784809,19.48338,46.80098,1,1,0,38,18.3858871459961,0
"q21",35,"63",97,"Andropogon gerardii",1.878336,92.83671,44.20221,2,1,0,23,6.53390502929688,0
"q21",35,"64",95,"Andropogon gerardii",3.219826,70.98582,43.83923,1,0,0,39,27.9477844238281,0
"q21",35,"65",96,"Andropogon gerardii",1.840001,22.09662,43.85609,1,0,0,40,21.5301971435547,0
"q21",35,"66",77,"Andropogon gerardii",7.468061,20.15443,35.23416,2,0,0,24,18.6415710449219,0
"q21",35,"67",73,"Andropogon gerardii",4.994904,17.05872,33.56425,2,0,0,24,15.928352355957,0
"q21",37,"41",10,"Andropogon gerardii",12.57171,79.60497,94.1401,3,0,1,28,4.16654205322266,0
"q21",37,"42",11,"Andropogon gerardii",10.01842,14.83695,92.88437,4,0,1,21,5.49280548095703,0
"q21",37,"43",12,"Andropogon gerardii",15.39034,71.22566,91.09785,3,0,1,27,7.06322479248047,0
"q21",37,"44",19,"Andropogon gerardii",28.26414,31.63653,68.06416,3,0,1,32,27.8758373260498,0
"q21",37,"45",26,"Andropogon gerardii",9.741166,35.09468,62.88005,3,0,1,35,33.1005172729492,0
"q21",37,"46",34,"Andropogon gerardii",7.103345,15.63496,50.74483,3,0,1,38,13.8540096282959,0
"q21",37,"47",33,"Andropogon gerardii",4.867151,98.67901,50.86274,4,0,1,22,0.00820159912109375,1
"q21",37,"48",39,"Andropogon gerardii",12.5696,97.18546,42.43587,4,1,1,23,0.970779418945312,0
"q21",37,"49",43,"Andropogon gerardii",8.674397,97.41566,36.36271,1,0,0,41,0.508110046386719,1
"q21",38,"34",22,"Andropogon gerardii",64.00883,94.85507,40.34914,5,0,0,23,1.33804321289062,0
"q21",38,"35",27,"Andropogon gerardii",26.08428,17.80383,37.8661,1,0,0,42,14.7642755508423,0
"q21",47,"72",16,"Andropogon gerardii",16.34812,23.86965,90.17619,1,1,0,43,7.31627655029297,0
"q21",47,"73",23,"Andropogon gerardii",10.33083,20.29947,82.66156,1,0,0,44,15.6020355224609,0
"q21",48,"134",7,"Andropogon gerardii",30.61188,21.19631,96.26777,2,1,0,43,0.108200073242188,0
"q21",48,"135",29,"Andropogon gerardii",14.48789,25.26937,84.47038,2,1,0,43,13.5065231323242,0
"q21",49,"120",6,"Andropogon gerardii",8.696312,18.8526,97.53921,3,1,0,43,1.02021789550781,1
"q21",49,"121",19,"Andropogon gerardii",17.1937,17.67447,86.60133,3,1,0,43,11.1535339355469,0
"q21",49,"122",22,"Andropogon gerardii",15.41305,20.46647,83.2486,3,1,0,43,13.3756942749023,0
"q21",50,"95",5,"Andropogon gerardii",7.689418,21.3962,98.6049,4,0,0,43,-0.606582641601562,1
"q21",50,"96",13,"Andropogon gerardii",6.276442,22.70144,86.26749,4,1,0,43,12.6208801269531,0
"q21",50,"97",16,"Andropogon gerardii",4.390042,26.22235,83.60035,4,0,0,43,15.3048858642578,0
"q21",50,"98",18,"Andropogon gerardii",4.029165,20.4772,82.61948,4,1,0,43,16.2485504150391,0
"q21",50,"99",24,"Andropogon gerardii",4.72162,24.36002,75.20059,1,1,0,45,22.9215354919434,0
"q21",50,"100",50,"Andropogon gerardii",4.374179,4.82856,52.52241,1,0,0,46,3.66047692298889,0
"q21",50,"101",65,"Andropogon gerardii",40.32272,17.15744,27.1573,1,0,0,47,13.9446659088135,0
"q21",51,"136",11,"Andropogon gerardii",3.171626,13.8571,88.98023,5,0,1,43,9.89891815185547,0
"q21",51,"137",15,"Andropogon gerardii",4.696507,23.19461,86.53847,5,0,0,43,12.0859527587891,0
"q21",51,"138",24,"Andropogon gerardii",3.162819,16.24134,82.33704,5,0,0,43,15.4067296981812,0
"q21",51,"139",28,"Andropogon gerardii",3.025755,18.15063,79.0638,5,0,0,43,17.178840637207,0
"q21",51,"140",30,"Andropogon gerardii",6.84104,21.44706,76.74667,2,1,0,45,20.223762512207,0
"q21",52,"18",20,"Andropogon gerardii",30.99561,24.495,80.04984,3,1,0,45,16.7552642822266,0
"q21",52,"28",31,"Andropogon gerardii",7.060225,27.07235,72.27703,3,0,0,45,25.5318012237549,0
"q21",53,"7",5,"Andropogon gerardii",9.299331,6.747638,97.383,1,1,0,48,0.797279357910156,1
"q21",53,"19",24,"Andropogon gerardii",8.913441,21.51465,80.54466,4,0,0,45,17.7251510620117,0
"q21",53,"23",27,"Andropogon gerardii",38.52491,17.35151,74.54933,4,1,0,45,13.6572017669678,0
"q21",54,"8",11,"Andropogon gerardii",13.07348,13.00332,93.78438,2,1,0,48,3.95243835449219,0
"q21",54,"25",31,"Andropogon gerardii",61.3874,21.78205,70.80345,5,1,0,45,13.594708442688,0
"q21",54,"29",35,"Andropogon gerardii",18.42791,13.65659,69.81319,5,0,0,45,11.0581750869751,0
"q21",55,"14",15,"Andropogon gerardii",4.847234,11.11902,93.92605,3,1,0,48,4.75726318359375,0
"q21",55,"42",44,"Andropogon gerardii",7.503613,15.22026,76.80332,6,0,0,45,13.0412425994873,0
"q21",55,"44",47,"Andropogon gerardii",3.015509,10.42266,75.92159,6,0,0,45,9.35385990142822,0
"q21",55,"49",49,"Andropogon gerardii",6.575311,22.64114,74.78617,6,0,0,45,20.9563026428223,0
"q21",55,"51",55,"Andropogon gerardii",8.283659,11.37447,72.84688,6,1,0,45,8.6885871887207,0
"q21",55,"52",56,"Andropogon gerardii",14.02976,20.05655,71.2439,6,1,0,45,18.1510238647461,0
"q21",55,"56",58,"Andropogon gerardii",6.105206,23.97994,72.04491,6,0,0,45,22.3918857574463,0
"q21",55,"63",70,"Andropogon gerardii",8.675336,23.07777,66.52496,6,1,0,45,20.8223171234131,0
"q21",55,"84",96,"Andropogon gerardii",4.888697,34.24923,57.00235,1,0,0,49,32.1456527709961,0
"q21",55,"106",118,"Andropogon gerardii",3.357346,80.98122,46.04119,1,0,0,50,18.0215682983398,0
"q21",55,"108",119,"Andropogon gerardii",5.790029,78.62175,45.33559,1,0,0,51,20.0241012573242,0
"q21",55,"109",122,"Andropogon gerardii",1.826936,86.11289,45.35118,1,0,0,52,12.8970794677734,0
"q21",55,"122",136,"Andropogon gerardii",2.562276,91.68916,39.48029,1,0,0,53,7.09878540039062,0
"q21",55,"123",138,"Andropogon gerardii",3.867035,89.10173,39.2874,1,0,0,54,9.36771392822266,0
"q21",55,"125",141,"Andropogon gerardii",6.971477,86.80711,38.25357,1,0,0,55,11.7354888916016,0
"q21",55,"137",154,"Andropogon gerardii",1.551701,94.4122,34.0092,1,0,0,56,4.74549865722656,0
"q21",55,"141",157,"Andropogon gerardii",0.6881522,88.28653,33.32578,1,0,0,57,11.2857360839844,0
"q21",55,"145",163,"Andropogon gerardii",3.648706,86.02803,31.77734,1,0,0,58,12.5894241333008,0
"q21",55,"151",165,"Andropogon gerardii",0.6881461,91.59673,31.28947,1,0,0,59,7.97553253173828,0
"q21",55,"155",175,"Andropogon gerardii",0.7917082,97.75574,29.47247,1,0,0,60,1.40476226806641,1
"q21",55,"158",178,"Andropogon gerardii",0.6881555,92.70801,28.5763,1,0,0,61,6.86425018310547,0
"q21",55,"165",183,"Andropogon gerardii",0.5391975,95.38287,27.13304,1,0,0,62,3.98667907714844,0
"q21",56,"1",2,"Andropogon gerardii",7.945521,8.634188,98.22678,4,1,0,48,0.327705383300781,1
"q21",56,"30",32,"Andropogon gerardii",18.1645,12.03009,74.04481,7,1,0,45,9.78115940093994,0
"q21",57,"1",4,"Andropogon gerardii",43.24214,5.98294,96.19033,5,1,0,48,-0.136192321777344,0
"q21",57,"11",16,"Andropogon gerardii",72.4323,23.25824,73.94647,8,1,0,45,17.3520259857178,0
"q21",57,"14",20,"Andropogon gerardii",66.45667,13.41333,71.02119,8,1,0,45,8.14612007141113,0
"q21",57,"15",29,"Andropogon gerardii",33.14875,23.68397,64.94823,8,0,1,45,18.4807052612305,0
"q21",57,"20",32,"Andropogon gerardii",34.0115,28.55028,63.46389,8,0,1,45,24.2332801818848,0
"q21",57,"25",41,"Andropogon gerardii",16.58592,19.26694,56.10264,1,1,0,63,16.5041027069092,0
"q21",58,"9",16,"Andropogon gerardii",5.804121,1.646529,88.11914,6,1,0,48,0.403867661952972,1
"q21",58,"18",26,"Andropogon gerardii",4.294856,30.79594,79.72159,9,1,0,45,19.0388488769531,0
"q21",58,"22",31,"Andropogon gerardii",6.692677,38.59327,74.3987,1,1,0,64,24.4609527587891,0
"q21",58,"25",35,"Andropogon gerardii",20.69878,8.388367,70.62777,9,1,0,45,5.66825437545776,0
"q21",58,"27",39,"Andropogon gerardii",42.35045,25.34496,67.99696,9,1,0,45,21.5468521118164,0
"q21",58,"29",42,"Andropogon gerardii",15.11398,2.307224,68.33492,9,0,0,45,-0.0308828689157963,1
"q21",58,"32",46,"Andropogon gerardii",16.74123,9.195124,64.46906,9,1,0,45,6.8513765335083,0
"q21",58,"40",57,"Andropogon gerardii",18.6996,17.68591,56.63291,2,1,0,63,14.819803237915,0
"q21",58,"49",74,"Andropogon gerardii",7.666517,10.59082,48.82646,1,0,0,65,8.70606803894043,0
"q21",59,"3",4,"Andropogon gerardii",73.20167,5.235057,93.22798,7,1,0,48,0.896709859371185,0
"q21",59,"5",6,"Andropogon gerardii",41.29926,22.95206,85.59656,10,1,0,45,10.6870574951172,0
"q21",59,"14",17,"Andropogon gerardii",195.8123,5.871105,70.34927,10,1,0,45,0.216589227318764,0
"q21",59,"15",18,"Andropogon gerardii",23.50223,44.26619,76.29293,2,1,0,64,21.3040390014648,0
"q21",59,"19",24,"Andropogon gerardii",28.24541,38.838,72.7184,2,0,0,64,24.3293228149414,0
"q21",59,"23",28,"Andropogon gerardii",42.46439,36.43663,67.2488,2,0,0,64,27.619758605957,0
"q21",59,"27",32,"Andropogon gerardii",89.94228,29.91903,64.22611,10,1,0,45,24.4630908966064,0
"q21",59,"29",35,"Andropogon gerardii",12.39912,13.30236,65.6795,10,1,0,45,11.5395889282227,0
"q21",60,"13",15,"Andropogon gerardii",1.919088,44.10118,83.35445,3,1,0,64,15.9524688720703,0
"q21",60,"18",20,"Andropogon gerardii",9.1772,45.56294,78.32294,3,0,0,64,20.1393432617188,0
"q21",60,"24",30,"Andropogon gerardii",35.22765,6.067519,67.1888,11,1,0,45,2.89791941642761,0
"q21",60,"26",32,"Andropogon gerardii",14.74842,16.31674,67.40526,11,1,0,45,13.8933773040771,0
"q21",60,"28",39,"Andropogon gerardii",10.03734,11.06235,63.75415,11,0,0,45,9.25763893127441,0
"q21",60,"30",43,"Andropogon gerardii",8.230144,33.19971,59.93305,11,1,0,45,31.5643405914307,0
"q21",60,"34",48,"Andropogon gerardii",6.883896,17.73978,57.90832,4,1,1,63,15.2605495452881,0
"q21",60,"37",49,"Andropogon gerardii",4.49561,32.792,56.21893,11,1,0,45,31.4748001098633,0
"q21",61,"0",7,"Andropogon gerardii",23.27371,2.673289,99.24217,9,0,1,48,-1.01592254638672,1
"q21",61,"3",1,"Andropogon gerardii",178.9836,96.03157,90.45896,1,1,0,66,-0.750328063964844,0
"q21",61,"6",10,"Andropogon gerardii",16.27959,39.68214,91.86755,1,1,0,67,6.17943572998047,0
"q21",61,"9",14,"Andropogon gerardii",30.49475,48.54887,87.43147,4,1,0,64,9.78813934326172,0
"q21",61,"10",15,"Andropogon gerardii",35.00339,41.34585,85.98904,4,1,0,64,10.0888824462891,0
"q21",61,"11",16,"Andropogon gerardii",24.60067,2.319643,86.63105,9,1,1,48,-0.544857561588287,0
"q21",61,"13",20,"Andropogon gerardii",5.375691,22.81475,84.88395,12,0,1,45,13.4443817138672,0
"q21",61,"21",29,"Andropogon gerardii",87.11509,25.83123,68.93748,12,0,0,45,20.0498390197754,0
"q21",61,"27",37,"Andropogon gerardii",25.90773,40.70153,62.99478,12,1,0,45,33.8845672607422,0
"q21",61,"31",45,"Andropogon gerardii",34.28978,17.32556,56.75219,5,1,0,63,13.4047384262085,0
"q21",62,"4",5,"Andropogon gerardii",19.6367,45.32816,97.42754,2,0,0,67,-0.101783752441406,0
"q21",62,"6",7,"Andropogon gerardii",62.79583,4.208989,93.57828,10,1,0,48,0.175248757004738,0
"q21",62,"11",13,"Andropogon gerardii",18.40444,31.70947,90.43255,2,1,0,67,7.12462615966797,0
"q21",62,"12",10,"Andropogon gerardii",100.4164,92.37244,86.65614,2,1,0,66,2.67573547363281,0
"q21",62,"13",14,"Andropogon gerardii",20.1639,42.63044,88.96883,5,1,0,64,8.25959014892578,0
"q21",62,"14",16,"Andropogon gerardii",37.20693,49.01048,86.08997,5,1,0,64,10.7067337036133,0
"q21",62,"27",29,"Andropogon gerardii",51.82202,95.3907,72.96758,2,1,0,66,0.102035522460938,0
