"V1","V2","V3","V4"
1.10283956179022,2.08338530619737,1.30253885734332,1.36712505593045
1.61177044224492,1.17336435570808,0.637572668933224,0.589886927873466
1.27563816552931,1.05317019438629,1.6087567435347,0.85308210320163
1.23209342675671,0.817999431270004,-0.296312947114643,0.472043234717369
0.320496160913705,0.403517188458722,0.241871739072176,1.71513159706672
2.26813790418264,0.653918607760627,0.938582312852841,0.996905031092254
0.66923278327892,1.16133973792313,0.982374370704466,0.966350397235094
0.80882035188378,0.447254784198973,1.1631778163861,1.69850976833088
1.55393046359656,1.4454155185373,0.616056746775864,0.527058352507802
1.25283902128147,0.827455190748593,0.646707688207662,1.36793441624681
0.222137619277028,1.63073875803273,0.812234734211597,0.520737331080225
1.85134627560018,1.86022873824903,0.761053340521663,1.46362953653755
0.678931251968919,1.44098055129016,1.15351242406284,1.48328491931743
0.884287877910759,1.58322370285668,1.65802347212228,1.46136064201565
1.47571153403337,1.35220620228004,1.06281774715775,1.2279281862984
-0.102089150271503,1.01924889157403,1.14138434860055,0.930904972113337
0.557752395209089,1.01408713656017,1.32350618563074,1.16952156822775
1.11457356697239,0.551279449663249,1.7784444338782,0.677161220591333
1.90268148437308,1.45775462176411,1.07118808446718,0.813842302718725
0.795958489074447,0.722378588487504,1.09467231065714,1.03423778052347
2.35941773719693,2.25777257587003,1.83907885580045,1.35835145701902
1.52369171112727,0.645154977645701,0.660729018327975,-0.447520440917491
1.72137893124781,1.37336817148757,1.17003106563484,0.631726664140189
1.88044553962011,0.99812507532536,0.880696661307083,0.681990846357366
1.40204644093576,0.873782991889495,0.740361216794274,0.414005390754223
0.404348627721979,0.545149193398627,0.999379705432582,0.77092240073376
0.317916105664162,-0.765070971867259,0.583904216918814,0.121249042735255
1.32011854019365,1.00400022641866,2.05864352722224,0.799828064797879
0.569333168586141,0.901574397972079,0.576143951173754,0.456689939661932
0.825488038949623,0.86548030933224,1.78278199209413,1.190890348152
0.906014205286181,0.400537538932641,0.428586565870089,1.62611588767545
0.460691609671226,1.1530079740944,1.44924191469707,1.84064286027479
0.207776622806262,0.18649343243453,0.565920701258499,0.647244192971163
1.732051641781,0.301192661604482,0.570865971903576,1.46412846579758
1.3103181749625,0.133131396586586,0.439203598273174,0.0582334213753674
1.54523061077528,1.30761390205038,1.36020725337153,0.92311143161396
1.50054188194605,1.46407639586064,0.565379810370845,0.448519476793132
0.695750687452863,1.46236569697432,0.829127712117506,0.967667760214741
1.5604864208364,1.22959076586299,0.646712466765838,0.966479128936286
1.64125991341696,0.410723141232321,0.44758202465877,1.81022624535158
0.245039928197991,1.6367232197934,-0.271378951240599,1.01130746466044
1.74980755474829,1.25854644934544,1.24202194469707,1.33904728777021
0.98832829798553,0.610995865646891,0.841644633290594,1.05949393781145
0.658838418308367,1.53020360086158,0.502700306755343,0.41159566007596
0.328002204787419,0.597605523879861,1.48068324124274,0.835036974719993
0.614721464387372,1.55665492146576,1.4152441607658,1.23757982390013
0.466496625915232,0.248083952213036,0.521307391756498,0.180180024201137
