"","Point est.","Upper C.I."
"NBbeta.mu[1]",0.99999725336501,1.00000567558178
"NBbeta.mu[2]",1.00078985047152,1.00321650894957
"NBbeta.mu[3]",1.00012201346767,1.00051397108067
"NBbeta.mu[4]",1.00006552392902,1.00006822978092
"NBbeta.tau",1.00028213610726,1.00078677129952
"intG[1]",1.00228992194955,1.00425337333976
"intG[2]",1.00110697556075,1.0044300585704
"intG[3]",1.00088096136159,1.00347994953994
"intG[4]",1.00108387201089,1.00450062562936
"intG[5]",1.00012090197387,1.00060983235309
"intG[6]",1.00144985999894,1.00500617945375
"intcpt.mu",1.00018697481629,1.00091782369495
"intcpt.tau",1.00001201505247,1.00012216565776
"intcpt.yr[1]",1.000116735174,1.00026212492693
"intcpt.yr[2]",1.00050323099972,1.00050551104759
"intcpt.yr[3]",0.999999974180584,1.00001479301186
"intcpt.yr[4]",1.00011566385263,1.00040378614378
"intcpt.yr[5]",1.00050745310227,1.00259706558755
"intcpt.yr[6]",1.00084669084246,1.00428484134694
"intcpt.yr[7]",1.00019863261904,1.00055746126504
"intcpt.yr[8]",1.00043115875657,1.00187912736327
"intcpt.yr[9]",1.00022784213145,1.00090011541394
"intcpt.yr[10]",1.00027885928416,1.00129573836774
"intcpt.yr[11]",1.00049142697421,1.00250199166983
"intcpt.yr[12]",1.00019460571654,1.00076729539086
"intcpt.yr[13]",1.00060721996207,1.00288576293445
"intcpt.yr[14]",1.00082531793404,1.0013949881977
"intcpt.yr[15]",1.00057800041535,1.00278557128223
"intcpt.yr[16]",1.00026243056829,1.00123896284807
"intcpt.yr[17]",1.00000657710857,1.00006682509433
"intcpt.yr[18]",1.00026307559365,1.00138205297155
"intcpt.yr[19]",1.00003092831055,1.00019951534642
"intcpt.yr[20]",1.00011056360007,1.00059061934577
"intcpt.yr[21]",1.00027089719551,1.00081638720668
"intcpt.yr[22]",0.999997896907819,1.00003299107484
"slope.mu",1.00006481027771,1.00033025030746
"slope.tau",1.00005300928927,1.00005708817857
"slope.yr[1]",1.00006114775186,1.00018729191341
"slope.yr[2]",1.00033535470449,1.00039270220853
"slope.yr[3]",1.00009877226417,1.00029759213412
"slope.yr[4]",1.00011916118151,1.00030047514078
"slope.yr[5]",1.00033416758628,1.00160592692208
"slope.yr[6]",1.00043751934372,1.00225748819584
"slope.yr[7]",1.00002654715684,1.00019928547853
"slope.yr[8]",1.00026604508762,1.00131931016996
"slope.yr[9]",1.0000839768778,1.00037721091497
"slope.yr[10]",1.00003617691488,1.00009464210386
"slope.yr[11]",1.00011345518794,1.00043487909087
"slope.yr[12]",0.999984195846848,0.999985072257931
"slope.yr[13]",1.00019272132737,1.00091441803809
"slope.yr[14]",1.00007375382924,1.0003239194828
"slope.yr[15]",1.00015307565177,1.00020199732881
"slope.yr[16]",1.00000804067192,1.00000992985353
"slope.yr[17]",1.00001121760458,1.00010251085422
"slope.yr[18]",1.0000517895822,1.00025220211193
"slope.yr[19]",0.999991310926579,1.00001512369656
"slope.yr[20]",1.00013950538688,1.00015040936097
"slope.yr[21]",1.00024200651294,1.00038649888652
"slope.yr[22]",1.00000542163327,1.00006086082133
"tau",1.00006611195315,1.0003457042469
"tauGroup",1.00018754588898,1.00042380769686
"tauSize",1.0000529037987,1.000269732759
