"","Point est.","Upper C.I."
"NBbeta.mu[1]",1.00001848277579,1.00013630734709
"NBbeta.mu[2]",1.00005475569589,1.00011294235923
"NBbeta.mu[3]",1.00005662337689,1.00020282244775
"NBbeta.mu[4]",1.00024447755867,1.00127219296634
"NBbeta.tau",1.00004431484168,1.00024697513766
"intG[1]",1.00947972121918,1.02426642311848
"intG[2]",1.00991081806997,1.02703992895669
"intG[3]",1.00926896327204,1.02502576347336
"intG[4]",1.00896926909152,1.02527449843668
"intG[5]",1.00053055066455,1.00272359330038
"intG[6]",1.00951218397917,1.02825615146584
"intcpt.mu",1.00168028725593,1.00807305343403
"intcpt.tau",1.00021656309414,1.00086904931056
"intcpt.yr[1]",1.00169998489113,1.00755056562786
"intcpt.yr[2]",1.00167778472064,1.00700457315925
"intcpt.yr[3]",1.00282347417618,1.01387308505766
"intcpt.yr[4]",1.00007974488184,1.00040936026053
"intcpt.yr[5]",1.00308553977586,1.0120726095382
"intcpt.yr[6]",1.0036314784011,1.01368861017132
"intcpt.yr[7]",1.00186774328857,1.007611344757
"intcpt.yr[8]",1.00132788843466,1.0045887414156
"intcpt.yr[9]",1.00197766662473,1.0091248015212
"intcpt.yr[10]",1.00265920745473,1.01270312086105
"intcpt.yr[11]",1.00212641076079,1.00549263761025
"intcpt.yr[12]",1.00247612729508,1.0101372338997
"intcpt.yr[13]",1.00076301533734,1.00267368461657
"intcpt.yr[14]",1.00261963921426,1.00991908756001
"intcpt.yr[15]",1.00104377129738,1.00407255276261
"intcpt.yr[16]",1.00281845917429,1.01229279608831
"intcpt.yr[17]",1.00086354753671,1.00257673186555
"intcpt.yr[18]",1.00282801867576,1.01343481752374
"intcpt.yr[19]",1.00373765033289,1.01389538514287
"intcpt.yr[20]",1.00053400851179,1.0014892001853
"intcpt.yr[21]",1.00383496495398,1.01867425656417
"intcpt.yr[22]",1.00113060387703,1.00484980715723
"slope.mu",1.00009849195765,1.00050612285915
"slope.tau",1.00000352778215,1.00002222265977
"slope.yr[1]",1.00098470371615,1.00328194654912
"slope.yr[2]",1.00047122991043,1.0017090612014
"slope.yr[3]",1.0005965332583,1.00293449765859
"slope.yr[4]",1.00050113803829,1.00119336342258
"slope.yr[5]",1.00028211840364,1.00147663890912
"slope.yr[6]",1.00080799552181,1.00342547955844
"slope.yr[7]",1.00001758146946,1.00010360132585
"slope.yr[8]",1.00003207930738,1.00008091866681
"slope.yr[9]",1.00028438685057,1.00087539317427
"slope.yr[10]",1.00034421996243,1.00163023135206
"slope.yr[11]",1.00002227857666,1.00004990402442
"slope.yr[12]",1.00016007166432,1.00085482613074
"slope.yr[13]",1.00007530074961,1.00043360909568
"slope.yr[14]",1.00000978623,1.00011438353667
"slope.yr[15]",1.00013748573877,1.00060625062359
"slope.yr[16]",1.00002671668343,1.00018546805268
"slope.yr[17]",1.00022837323281,1.00104368976361
"slope.yr[18]",1.00029962065306,1.00150873062385
"slope.yr[19]",1.00070018652474,1.00291559731937
"slope.yr[20]",1.00025293085834,1.00058332517197
"slope.yr[21]",1.0016679999744,1.00823579930868
"slope.yr[22]",0.999993632858749,1.00003395502794
"tau",1.00001483990199,1.00001812843387
"tauGroup",1.00096728536248,1.00285502419894
"tauSize",1.00000949964684,1.00001851277673
